run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
B_cldice_s0,B_cldice,12_h,bridge_only,1.0,4,0.86149,0.91445,55,10,10
B_cldice_s0,B_cldice,12_h,bridge_only,1.5,6,0.85407,0.9078,47,13,13
B_cldice_s0,B_cldice,12_h,bridge_only,2.0,8,0.84312,0.89919,46,15,15
B_cldice_s0,B_cldice,13_dr,closing,0.0,0,0.79309,0.79027,69,35,-35
B_cldice_s0,B_cldice,13_dr,closing,0.25,1,0.79311,0.79014,65,48,-48
B_cldice_s0,B_cldice,13_dr,closing,0.5,2,0.79246,0.78933,56,41,-41
B_cldice_s0,B_cldice,13_dr,closing,0.75,3,0.79101,0.78672,47,45,-45
B_cldice_s0,B_cldice,13_dr,closing,1.0,4,0.78798,0.78411,39,46,-46
B_cldice_s0,B_cldice,13_dr,closing,1.5,6,0.77696,0.77582,24,40,-40
B_cldice_s0,B_cldice,13_dr,closing,2.0,8,0.75627,0.76338,10,38,-38
B_cldice_s0,B_cldice,13_dr,bridge_only,0.0,0,0.79309,0.79027,69,35,-35
B_cldice_s0,B_cldice,13_dr,bridge_only,0.25,1,0.79297,0.79023,65,33,-33
