run,config,image,component_multiple,hole_multiple,hole_area,dice,cldice,betti0_err,betti1_err
A_dice_s0,A_dice,test_084.png,2.08,0.0,0,0.96156,0.99587,0,2
A_dice_s0,A_dice,test_084.png,2.08,0.21,8,0.96154,0.99639,0,1
A_dice_s0,A_dice,test_084.png,2.08,0.52,19,0.96154,0.99639,0,1
A_dice_s0,A_dice,test_084.png,2.08,1.04,37,0.96139,0.99639,0,1
A_dice_s0,A_dice,test_084.png,2.08,2.08,75,0.96108,0.99639,0,1
A_dice_s0,A_dice,test_084.png,2.08,5.21,188,0.95901,0.99614,0,1
A_dice_s0,A_dice,test_084.png,2.08,10.42,375,0.95901,0.99614,0,1
A_dice_s0,A_dice,test_085.png,0.0,0.0,0,0.87937,0.9915,5,6
A_dice_s0,A_dice,test_085.png,0.0,0.21,8,0.8794,0.99255,5,0
A_dice_s0,A_dice,test_085.png,0.0,0.52,19,0.8794,0.99255,5,0
A_dice_s0,A_dice,test_085.png,0.0,1.04,37,0.87927,0.99255,5,0
A_dice_s0,A_dice,test_085.png,0.0,2.08,75,0.87927,0.99255,5,0
A_dice_s0,A_dice,test_085.png,0.0,5.21,188,0.87885,0.99255,5,0
A_dice_s0,A_dice,test_085.png,0.0,10.42,375,0.87885,0.99255,5,0
A_dice_s0,A_dice,test_085.png,2.08,0.0,0,0.87943,0.99189,0,6
A_dice_s0,A_dice,test_085.png,2.08,0.21,8,0.87946,0.99294,0,0
A_dice_s0,A_dice,test_085.png,2.08,0.52,19,0.87946,0.99294,0,0
A_dice_s0,A_dice,test_085.png,2.08,1.04,37,0.87933,0.99294,0,0
A_dice_s0,A_dice,test_085.png,2.08,2.08,75,0.87933,0.99294,0,0
A_dice_s0,A_dice,test_085.png,2.08,5.21,188,0.87891,0.99294,0,0
A_dice_s0,A_dice,test_085.png,2.08,10.42,375,0.87891,0.99294,0,0
A_dice_s0,A_dice,test_086.png,0.0,0.0,0,0.87685,0.97926,9,6
A_dice_s0,A_dice,test_086.png,0.0,0.21,8,0.87686,0.97922,9,4
A_dice_s0,A_dice,test_086.png,0.0,0.52,19,0.87686,0.97922,9,4
A_dice_s0,A_dice,test_086.png,0.0,1.04,37,0.87686,0.97922,9,4
A_dice_s0,A_dice,test_086.png,0.0,2.08,75,0.87686,0.97922,9,4
A_dice_s0,A_dice,test_086.png,0.0,5.21,188,0.87356,0.97914,9,4
A_dice_s0,A_dice,test_086.png,0.0,10.42,375,0.86664,0.9738,9,4
A_dice_s0,A_dice,test_086.png,2.08,0.0,0,0.87735,0.98069,0,6
A_dice_s0,A_dice,test_086.png,2.08,0.21,8,0.87737,0.98066,0,4
A_dice_s0,A_dice,test_086.png,2.08,0.52,19,0.87737,0.98066,0,4
A_dice_s0,A_dice,test_086.png,2.08,1.04,37,0.87737,0.98066,0,4
A_dice_s0,A_dice,test_086.png,2.08,2.08,75,0.87737,0.98066,0,4
A_dice_s0,A_dice,test_086.png,2.08,5.21,188,0.87406,0.98059,0,4
A_dice_s0,A_dice,test_086.png,2.08,10.42,375,0.86713,0.97525,0,4
A_dice_s0,A_dice,test_087.png,0.0,0.0,0,0.80155,0.93589,20,29
A_dice_s0,A_dice,test_087.png,0.0,0.21,8,0.8014,0.939,20,11
A_dice_s0,A_dice,test_087.png,0.0,0.52,19,0.80112,0.93892,20,6
A_dice_s0,A_dice,test_087.png,0.0,1.04,37,0.80096,0.93932,20,5
A_dice_s0,A_dice,test_087.png,0.0,2.08,75,0.7998,0.93984,20,5
A_dice_s0,A_dice,test_087.png,0.0,5.21,188,0.79926,0.93916,20,5
A_dice_s0,A_dice,test_087.png,0.0,10.42,375,0.79146,0.93341,20,4
A_dice_s0,A_dice,test_087.png,2.08,0.0,0,0.80194,0.93801,0,29
A_dice_s0,A_dice,test_087.png,2.08,0.21,8,0.80178,0.94114,0,11
A_dice_s0,A_dice,test_087.png,2.08,0.52,19,0.8015,0.94107,0,6
A_dice_s0,A_dice,test_087.png,2.08,1.04,37,0.80134,0.94148,0,5
A_dice_s0,A_dice,test_087.png,2.08,2.08,75,0.80018,0.942,0,5
A_dice_s0,A_dice,test_087.png,2.08,5.21,188,0.79963,0.94133,0,5
A_dice_s0,A_dice,test_087.png,2.08,10.42,375,0.79183,0.93561,0,4
A_dice_s0,A_dice,test_088.png,0.0,0.0,0,0.8887,0.98654,3,2
A_dice_s0,A_dice,test_088.png,0.0,0.21,8,0.88869,0.98723,3,1
A_dice_s0,A_dice,test_088.png,0.0,0.52,19,0.88869,0.98723,3,1
A_dice_s0,A_dice,test_088.png,0.0,1.04,37,0.88869,0.98723,3,1
A_dice_s0,A_dice,test_088.png,0.0,2.08,75,0.88869,0.98723,3,1
A_dice_s0,A_dice,test_088.png,0.0,5.21,188,0.88748,0.98723,3,1
A_dice_s0,A_dice,test_088.png,0.0,10.42,375,0.88748,0.98723,3,1
A_dice_s0,A_dice,test_088.png,2.08,0.0,0,0.88889,0.98853,0,2
A_dice_s0,A_dice,test_088.png,2.08,0.21,8,0.88889,0.98922,0,1
A_dice_s0,A_dice,test_088.png,2.08,0.52,19,0.88889,0.98922,0,1
A_dice_s0,A_dice,test_088.png,2.08,1.04,37,0.88889,0.98922,0,1
A_dice_s0,A_dice,test_088.png,2.08,2.08,75,0.88889,0.98922,0,1
A_dice_s0,A_dice,test_088.png,2.08,5.21,188,0.88767,0.98922,0,1
A_dice_s0,A_dice,test_088.png,2.08,10.42,375,0.88767,0.98922,0,1
A_dice_s0,A_dice,test_089.png,0.0,0.0,0,0.82088,0.9815,10,8
A_dice_s0,A_dice,test_089.png,0.0,0.21,8,0.82087,0.98238,10,1
A_dice_s0,A_dice,test_089.png,0.0,0.52,19,0.82103,0.98282,10,0
A_dice_s0,A_dice,test_089.png,0.0,1.04,37,0.82103,0.98282,10,0
A_dice_s0,A_dice,test_089.png,0.0,2.08,75,0.82103,0.98282,10,0
A_dice_s0,A_dice,test_089.png,0.0,5.21,188,0.82036,0.98209,10,0
A_dice_s0,A_dice,test_089.png,0.0,10.42,375,0.81869,0.98207,10,0
A_dice_s0,A_dice,test_089.png,2.08,0.0,0,0.82115,0.98332,1,8
A_dice_s0,A_dice,test_089.png,2.08,0.21,8,0.82114,0.98421,1,1
A_dice_s0,A_dice,test_089.png,2.08,0.52,19,0.8213,0.98465,1,0
A_dice_s0,A_dice,test_089.png,2.08,1.04,37,0.8213,0.98465,1,0
A_dice_s0,A_dice,test_089.png,2.08,2.08,75,0.8213,0.98465,1,0
A_dice_s0,A_dice,test_089.png,2.08,5.21,188,0.82063,0.98392,1,0
A_dice_s0,A_dice,test_089.png,2.08,10.42,375,0.81896,0.98391,1,0
A_dice_s0,A_dice,test_090.png,0.0,0.0,0,0.7977,0.94188,21,12
A_dice_s0,A_dice,test_090.png,0.0,0.21,8,0.79766,0.94465,21,5
A_dice_s0,A_dice,test_090.png,0.0,0.52,19,0.79764,0.94619,21,7
A_dice_s0,A_dice,test_090.png,0.0,1.04,37,0.79779,0.94635,21,7
A_dice_s0,A_dice,test_090.png,0.0,2.08,75,0.79805,0.94635,21,7
A_dice_s0,A_dice,test_090.png,0.0,5.21,188,0.7975,0.9455,21,7
A_dice_s0,A_dice,test_090.png,0.0,10.42,375,0.79663,0.94517,21,7
A_dice_s0,A_dice,test_090.png,2.08,0.0,0,0.79857,0.94464,1,12
A_dice_s0,A_dice,test_090.png,2.08,0.21,8,0.79853,0.94747,1,5
A_dice_s0,A_dice,test_090.png,2.08,0.52,19,0.79851,0.94902,1,7
A_dice_s0,A_dice,test_090.png,2.08,1.04,37,0.79865,0.94918,1,7
A_dice_s0,A_dice,test_090.png,2.08,2.08,75,0.79892,0.94918,1,7
A_dice_s0,A_dice,test_090.png,2.08,5.21,188,0.79836,0.94833,1,7
A_dice_s0,A_dice,test_090.png,2.08,10.42,375,0.7975,0.94801,1,7
A_dice_s0,A_dice,test_091.png,0.0,0.0,0,0.83491,0.93847,16,27
A_dice_s0,A_dice,test_091.png,0.0,0.21,8,0.83478,0.94622,16,3
A_dice_s0,A_dice,test_091.png,0.0,0.52,19,0.83462,0.94667,16,0
A_dice_s0,A_dice,test_091.png,0.0,1.04,37,0.8343,0.94602,16,2
A_dice_s0,A_dice,test_091.png,0.0,2.08,75,0.83405,0.94603,16,2
A_dice_s0,A_dice,test_091.png,0.0,5.21,188,0.83376,0.94724,16,2
A_dice_s0,A_dice,test_091.png,0.0,10.42,375,0.82729,0.94561,14,5
A_dice_s0,A_dice,test_091.png,2.08,0.0,0,0.83507,0.93965,1,27
A_dice_s0,A_dice,test_091.png,2.08,0.21,8,0.83494,0.94744,1,3
A_dice_s0,A_dice,test_091.png,2.08,0.52,19,0.83478,0.94789,1,0
A_dice_s0,A_dice,test_091.png,2.08,1.04,37,0.83446,0.94725,1,2
A_dice_s0,A_dice,test_091.png,2.08,2.08,75,0.83421,0.94725,1,2
A_dice_s0,A_dice,test_091.png,2.08,5.21,188,0.83392,0.94847,1,2
